Date,"Imp Vol","1D IV Chg","IV Rank","IV Pctl","P/C Vol","Options Vol","P/C OI","Total OI",Last
2021-12-01,38.88%,+2.64%,87.67%,99%,0.66666666666667,70,5.5666666666667,985,44.71
2021-11-30,36.24%,+2.24%,74.15%,95%,1.6,13,5.5704697986577,979,44.89
2021-11-29,34.00%,-0.13%,62.71%,84%,2.7826086956522,87,5.4929577464789,922,43.69
2021-11-26,34.13%,+4.27%,63.36%,81%,6.5714285714286,53,5.4397163120567,908,42.43
2021-11-24,29.86%,-0.35%,41.54%,59%,5.5,39,5.2553191489362,882,45.2
2021-11-23,30.21%,-0.33%,43.31%,62%,107,108,4.5285714285714,774,45.96
2021-11-22,30.54%,+1.07%,44.98%,65%,1.5666666666667,77,1.1660583941606,2374,45.84
2021-11-19,29.47%,+0.41%,39.53%,54%,0.41176470588235,24,1.6113657195234,2849,46.29
2021-11-18,29.06%,+1.17%,37.43%,51%,6,14,1.6124885215794,2845,47.17
2021-11-17,27.89%,-0.55%,31.46%,38%,0,2,1.6115702479339,2844,47.69
2021-11-16,28.45%,+0.21%,34.29%,44%,5.3333333333333,19,1.6159486709441,2854,47.79
2021-11-15,28.24%,+0.90%,33.22%,41%,1.2,11,1.6259191176471,2857,48.42
2021-11-12,27.33%,-0.22%,28.60%,28%,0,9,1.625,2856,47.75
2021-11-11,27.55%,-2.06%,29.73%,33%,3.4,22,1.6408125577101,2860,48.18
2021-11-10,29.61%,+1.46%,40.26%,55%,1.2222222222222,20,1.625,2856,46.97
2021-11-09,28.15%,+1.32%,32.77%,40%,1.8333333333333,34,1.6230269266481,2825,48.13
2021-11-08,26.83%,-0.59%,26.01%,23%,14.5,62,1.5728876508821,2771,48.66
2021-11-05,27.42%,+0.17%,29.03%,30%,0,1,1.5738161559889,2772,48.41
2021-11-04,27.25%,-0.54%,28.18%,28%,0.5,36,1.5849765258216,2753,48.07
2021-11-03,27.79%,-1.31%,30.92%,35%,0,1,1.5864661654135,2752,48.05
2021-11-02,29.10%,+0.80%,37.62%,49%,0.23809523809524,26,1.6,2743,46.86
2021-11-01,28.30%,-0.65%,33.53%,40%,29,60,1.5512333965844,2689,47.06
2021-10-29,28.94%,+1.28%,36.84%,48%,0.2,24,1.550284629981,2688,47.03
2021-10-28,27.66%,-0.64%,30.26%,35%,0.5,6,1.5522813688213,2685,47.96
2021-10-27,28.30%,+1.15%,33.56%,41%,1,12,1.5583173996176,2676,48.09
2021-10-26,27.15%,+0.47%,27.66%,28%,7.6666666666667,26,1.56184084372,2672,48.82
2021-10-25,26.68%,-0.17%,25.25%,23%,0.66666666666667,5,1.5663461538462,2669,49.16
2021-10-22,26.85%,+26.85%,26.13%,25%,0,1,1.5653846153846,2668,48.71
2021-10-21,0.00%,-24.66%,0.00%,0%,0,0,1.5559845559846,2648,48.91
2021-10-20,24.66%,+0.57%,14.94%,12%,0,13,1.5482625482625,2640,50.66
2021-10-19,24.09%,-2.17%,12.02%,8%,1.0461725394897,1684,3.7102803738318,1008,50.1
2021-10-18,26.26%,+0.24%,23.10%,21%,7.1,162,3.1237623762376,1666,49.25
2021-10-15,26.02%,-1.85%,21.86%,19%,16.333333333333,52,2.5009940357853,1761,49.94
2021-10-14,27.86%,-1.63%,31.30%,34%,2.25,13,2.484126984127,1756,49.08
2021-10-13,29.49%,-0.11%,39.63%,48%,14,135,2.266,1633,48.98
2021-10-12,29.60%,-1.47%,40.19%,50%,8.5,114,2.2292089249493,1592,48.26
2021-10-11,31.07%,+0.25%,47.72%,64%,0.3,13,2.2433537832311,1586,47.79
2021-10-08,30.82%,-1.94%,46.42%,62%,0.5,3,2.25,1586,48.22
2021-10-07,32.76%,-1.45%,56.36%,76%,5.5,13,2.2367346938776,1586,47.88
2021-10-06,34.21%,-2.81%,63.78%,83%,0,0,2.2367346938776,1586,47.41
2021-10-05,37.02%,+37.02%,78.16%,96%,0.16666666666667,7,2.2665289256198,1581,47.17
2021-10-04,0.00%,-33.65%,0.00%,0%,0,0,3.1193181818182,1450,46.79
2021-10-01,33.65%,-1.28%,60.92%,81%,0.2,6,3.1164772727273,1449,47.16
2021-09-30,34.94%,+0.04%,67.48%,88%,2.5,21,3.135838150289,1431,47.03
2021-09-29,34.90%,-0.43%,67.28%,88%,0.25,5,3.1449275362319,1430,46.33
2021-09-28,35.32%,+3.41%,69.46%,90%,0,4,3.1449275362319,1430,46.22
2021-09-27,31.92%,-0.55%,52.04%,71%,2.5,7,3.1603498542274,1427,46.76
2021-09-24,32.46%,-0.05%,54.84%,75%,10,11,3.1578947368421,1422,46.43
2021-09-23,32.51%,-0.59%,55.09%,75%,6.8,78,3.0299401197605,1346,47.47
2021-09-22,33.10%,-2.45%,58.10%,80%,5.9,69,2.9636363636364,1308,46.72
2021-09-21,35.55%,-0.66%,70.65%,93%,0.35,27,3.1350482315113,1286,46.22
2021-09-20,36.21%,+6.00%,74.02%,94%,0.75,14,2.2027729636049,1848,45.2
2021-09-17,30.21%,+0.36%,43.32%,62%,31.333333333333,97,2.3102253032929,1910,46.15
2021-09-16,29.85%,+2.11%,41.49%,58%,0.60344827586207,93,2.2667814113597,1898,46.62
2021-09-15,27.74%,-2.68%,30.69%,36%,0,81,2.1308089500861,1819,48.17
2021-09-14,30.42%,+0.75%,44.41%,64%,0,1,2.1290877796902,1818,48
2021-09-13,29.68%,-0.05%,40.60%,55%,0.084745762711864,128,2.1919014084507,1813,48.3
2021-09-10,29.72%,-0.31%,40.83%,56%,0,10,2.1778169014085,1805,47.32
2021-09-09,30.04%,+1.89%,42.42%,60%,25,52,2.0861159929701,1756,47.65
2021-09-08,28.14%,-0.14%,32.74%,40%,0.41666666666667,17,2.079086115993,1752,48.7
2021-09-07,28.28%,+1.65%,33.46%,42%,0.65,33,2.0827464788732,1751,48.88
2021-09-03,26.63%,-0.98%,25.03%,24%,0,2,2.0827464788732,1751,49.2
2021-09-02,27.62%,+0.17%,30.05%,35%,0.71428571428571,24,2.0758377425044,1744,48.33
2021-09-01,27.45%,-0.41%,29.18%,32%,0.15384615384615,30,2.124773960217,1728,49.59
2021-08-31,27.85%,-0.57%,31.26%,37%,0.33333333333333,28,2.1611721611722,1726,49.42
2021-08-30,28.43%,+1.07%,34.19%,42%,0.75,21,2.1996268656716,1715,47.89
2021-08-27,27.35%,-2.72%,28.71%,30%,9.75,86,2.0766355140187,1646,48.28
2021-08-26,30.08%,+0.19%,42.63%,58%,0,1,2.0766355140187,1646,47.01
2021-08-25,29.89%,+0.32%,41.67%,56%,0,3,2.0728971962617,1644,46.96
2021-08-24,29.56%,-2.46%,40.01%,53%,0.022727272727273,90,2.4654788418708,1556,47.19
2021-08-23,32.03%,+0.75%,52.61%,72%,1.537037037037,137,2.6605960264901,2211,46.42
2021-08-20,31.28%,+0.01%,48.76%,67%,6.0625,113,3.3564189189189,2579,45.05
2021-08-19,31.27%,-0.04%,48.72%,67%,15.2,162,3.3679727427598,2564,45.75
2021-08-18,31.31%,+1.39%,48.92%,67%,1,34,3.459649122807,2542,47.1
2021-08-17,29.91%,+3.80%,41.80%,59%,17,18,3.459649122807,2542,47.36
2021-08-16,26.12%,-0.80%,22.38%,24%,0,14,3.4754385964912,2551,48.43
2021-08-13,26.92%,-0.68%,26.48%,28%,0,3,3.4789473684211,2553,48.45
2021-08-12,27.60%,+0.54%,29.98%,35%,0.02970297029703,104,4.208067940552,2453,48.09
2021-08-11,27.07%,-1.61%,27.24%,29%,4,5,4.2234042553191,2455,48.69
2021-08-10,28.68%,+1.17%,35.47%,45%,2,3,4.2234042553191,2455,47.8
2021-08-09,27.50%,-0.84%,29.47%,34%,1.7142857142857,19,4.294623655914,2462,47.83
2021-08-06,28.34%,+0.47%,33.77%,41%,0,14,4.2709677419355,2451,48.19
2021-08-05,27.87%,+3.51%,31.36%,37%,0,318,3.6064516129032,2142,48.64
2021-08-04,24.37%,-4.78%,13.42%,12%,2,15,3.6478260869565,2138,49.06
2021-08-03,29.14%,-1.00%,37.85%,49%,0.5,12,3.6879120879121,2133,49.44
2021-08-02,30.14%,-0.28%,42.98%,56%,2.7894736842105,72,3.8325688073394,2107,48.76
2021-07-30,30.43%,+0.72%,44.42%,59%,10.666666666667,35,3.7505720823799,2076,48.41
2021-07-29,29.71%,-0.92%,40.76%,53%,3,4,3.7528604118993,2077,48.62
2021-07-28,30.63%,-4.21%,45.47%,60%,0,13,3.7276887871854,2066,47.58
2021-07-27,34.84%,+3.82%,66.99%,86%,4.2,26,3.7337962962963,2045,46.6
2021-07-26,31.02%,+4.05%,47.48%,62%,5,12,3.746511627907,2041,46.62
2021-07-23,26.97%,-0.48%,26.75%,31%,2.5,14,3.7482517482517,2037,47.15
2021-07-22,27.45%,-1.19%,29.22%,35%,0.36363636363636,15,3.7222222222222,2040,47.7
2021-07-21,28.64%,-1.93%,35.29%,44%,1.0714285714286,29,3.8349282296651,2021,47.68
2021-07-20,30.57%,-1.52%,45.17%,60%,0.25,30,3.9144254278729,2010,47.03
2021-07-19,32.10%,+4.56%,52.96%,68%,0.74468085106383,82,3.0080552359033,3483,46.78
2021-07-16,27.53%,-0.94%,29.63%,36%,3.3030303030303,142,3.0576036866359,3522,47.99
2021-07-15,28.48%,-0.45%,34.44%,43%,52,53,3.0207612456747,3486,48.29
2021-07-14,28.92%,+0.58%,36.74%,48%,19.636363636364,227,2.8877314814815,3359,48.67
2021-07-13,28.34%,+2.63%,33.76%,42%,92.133333333333,1397,1.3682983682984,2032,46.96
2021-07-12,25.71%,+1.14%,20.30%,24%,52,53,1.3243873978996,1992,48.68
2021-07-09,24.57%,-2.29%,14.47%,15%,0.5,6,1.3282532239156,1986,48.87
2021-07-08,26.86%,+2.00%,26.18%,30%,0.66666666666667,25,1.3097447795824,1991,48
2021-07-07,24.86%,-0.46%,15.96%,17%,1.05,41,1.2877030162413,1972,49
2021-07-06,25.33%,+2.17%,18.34%,20%,16.666666666667,106,1.1799065420561,1866,48.33
2021-07-02,23.16%,+0.06%,7.24%,6%,7.3333333333333,25,1.1569086651054,1842,49.1
2021-07-01,23.10%,-0.21%,6.94%,6%,0,0,1.1569086651054,1842,48.63
2021-06-30,23.31%,+0.70%,8.00%,6%,9.75,43,1.1211764705882,1803,48.86
2021-06-29,22.61%,-0.21%,4.43%,2%,0.17391304347826,27,1.1485507246377,1779,49.17
2021-06-28,22.82%,+1.08%,5.51%,2%,73.5,149,0.97349397590361,1638,48.45
2021-06-25,21.74%,-0.04%,0.00%,0%,0.071428571428571,15,0.98296836982968,1630,49.6
2021-06-24,21.78%,-1.16%,0.00%,0%,0.031674208144796,228,1.269592476489,1448,49.23
2021-06-23,22.95%,-0.96%,2.37%,1%,3,12,1.2645669291339,1438,48.61
2021-06-22,23.91%,+0.63%,7.47%,5%,0.027397260273973,75,1.3199356913183,1443,48.3
2021-06-21,23.28%,-2.60%,4.14%,2%,0,9,1.2644163150492,1610,49.16
2021-06-18,25.89%,+1.69%,18.00%,16%,1.7391304347826,63,1.5462427745665,1762,48.61
2021-06-17,24.20%,-3.21%,9.02%,5%,2.8181818181818,42,1.5330396475771,1725,50.02
2021-06-16,27.41%,+3.78%,26.11%,26%,1.4,24,1.5424739195231,1706,50.76
2021-06-15,23.63%,+0.58%,5.99%,2%,0.16,29,1.5959752321981,1677,51.68
2021-06-14,23.05%,+0.55%,2.91%,1%,0,8,1.6059190031153,1673,52.35
2021-06-11,22.50%,-1.34%,0.00%,0%,0.097560975609756,45,1.6808510638298,1638,52.29
2021-06-10,23.85%,-2.13%,1.05%,1%,0.013888888888889,73,1.6527331189711,1650,53.38
2021-06-09,25.98%,+1.13%,13.14%,12%,0,208,1.1939605110337,1889,53.29
2021-06-08,24.84%,+0.13%,6.71%,6%,0.042553191489362,49,1.1287128712871,1935,53.58
2021-06-07,24.71%,+0.74%,5.97%,5%,0.087719298245614,62,1.1338495575221,1929,54.1
2021-06-04,23.97%,-1.14%,1.75%,1%,0.875,15,1.1458797327394,1927,54.7
2021-06-03,25.11%,+0.84%,8.23%,5%,0.4,14,1.1529808773903,1914,53.92
2021-06-02,24.28%,-0.60%,3.49%,1%,0.31428571428571,46,1.161797752809,1924,55.37
2021-06-01,24.87%,+1.21%,6.87%,3%,0.31372549019608,67,1.1929824561404,1875,54.36
2021-05-28,23.66%,-0.90%,0.00%,0%,0.86666666666667,28,1.2042253521127,1878,53.09
2021-05-27,24.56%,+0.18%,1.08%,1%,1.2380952380952,94,1.2072727272727,1821,52.5
2021-05-26,24.38%,-1.72%,0.00%,0%,6.3793103448276,214,1.0213299874529,1611,52.25
2021-05-25,26.10%,-1.54%,5.65%,5%,10.333333333333,68,0.96595208070618,1559,51.66
2021-05-24,27.64%,-3.38%,15.23%,16%,0.46153846153846,19,1.1507276507277,2069,51.06
2021-05-21,31.02%,+1.25%,36.23%,46%,0.55172413793103,45,1.0858835143139,2113,50.91
2021-05-20,29.77%,-2.47%,28.48%,39%,0,6,1.0816125860374,2117,51.45
2021-05-19,32.24%,+2.47%,43.80%,57%,1.6666666666667,8,1.0787401574803,2112,51.07
2021-05-18,29.77%,-0.45%,28.48%,39%,0.42666666666667,107,1.1317747077577,2006,51.65
2021-05-17,30.23%,+0.48%,31.30%,43%,0.44444444444444,13,1.1323372465315,1998,51.41
2021-05-14,29.75%,-2.04%,28.32%,39%,0,0,1.1323372465315,1998,50.83
2021-05-13,31.78%,-3.18%,40.96%,49%,0,2,1.1302027748132,1996,49.66
2021-05-12,34.97%,+3.25%,60.73%,79%,0.66666666666667,5,1.128068303095,1994,50.35
2021-05-11,31.72%,+2.77%,40.54%,49%,0,1,1.128068303095,1994,51.67
2021-05-10,28.95%,+2.70%,23.36%,34%,9,10,1.1205976520811,1987,51.48
2021-05-07,26.25%,-1.43%,6.58%,6%,0.2,18,1.1377440347072,1971,52.18
2021-05-06,27.67%,-0.88%,15.44%,17%,0.3,26,1.1266094420601,1982,51.12
2021-05-05,28.55%,-1.75%,20.91%,25%,0.16666666666667,14,1.1317494600432,1974,49.96
2021-05-04,30.30%,+2.34%,31.78%,42%,0.8,9,1.1346362649294,1966,49
2021-05-03,27.96%,unch,17.23%,19%,0.1875,19,1.1513812154696,1947,49.52
2021-04-30,27.96%,+1.60%,17.23%,20%,0,14,1.1616499442586,1939,49.33
2021-04-29,26.36%,-0.92%,7.29%,6%,0,104,1.1125975473802,1895,51.09
2021-04-28,27.28%,+0.35%,13.02%,13%,1.7666666666667,83,1.1245674740484,1842,51.53
2021-04-27,26.93%,+0.21%,10.84%,10%,0.625,52,1.1182669789227,1809,50.39
2021-04-26,26.73%,+1.05%,9.55%,6%,0,0,1.1182669789227,1809,50.75
2021-04-23,25.68%,-1.69%,3.05%,4%,1.5,5,1.1182669789227,1809,50.98
2021-04-22,27.36%,+1.82%,13.52%,9%,38.6,198,0.89659224441833,1614,50.38
2021-04-21,25.55%,-1.84%,2.24%,3%,0.25,10,0.89740566037736,1609,51.48
2021-04-20,27.38%,+2.20%,13.64%,8%,0.2,54,0.93456790123457,1567,50.51
2021-04-19,25.19%,-0.20%,0.00%,0%,2.0333333333333,91,1.6190476190476,3080,51.86
2021-04-16,25.39%,-0.60%,0.00%,0%,0.12280701754386,64,1.4447806354009,3232,52.15
2021-04-15,25.99%,-1.09%,0.00%,0%,0.042553191489362,98,1.4165424739195,3243,52.18
2021-04-14,27.07%,-1.18%,1.82%,3%,0.078947368421053,41,1.3986735445836,3255,50.72
2021-04-13,28.25%,-0.55%,4.91%,2%,0,7,1.4059259259259,3248,50.15
2021-04-12,28.80%,+0.92%,13.74%,12%,0,4,1.4007380073801,3253,49.38
2021-04-09,27.88%,+1.05%,7.38%,4%,0.12217194570136,248,1.4346504559271,3204,49.73
2021-04-08,26.83%,-1.34%,0.13%,2%,11,12,1.4281368821293,3193,50.16
2021-04-07,28.17%,+1.36%,9.42%,3%,0.68965517241379,49,1.4123006833713,3177,50.27
2021-04-06,26.81%,-1.89%,0.00%,0%,0,45,0.79965606190886,4186,51.37
2021-04-05,28.70%,+0.19%,7.85%,5%,0.38709677419355,43,0.79276174062904,4161,50.81
2021-04-01,28.50%,-1.64%,6.43%,2%,0.35135135135135,100,0.79193205944798,4220,50.31
2021-03-31,30.15%,-2.53%,18.46%,18%,0.75,7,0.79253288078065,4225,49.38
2021-03-30,32.68%,+0.81%,36.97%,42%,0.45291479820628,324,0.58634405038117,4786,48.92
2021-03-29,31.87%,+1.15%,31.06%,27%,0.12845849802372,571,0.62235979606701,4455,49.22
2021-03-26,30.72%,-1.25%,22.61%,21%,0.096330275229358,478,0.71295905445336,4058,49.27
2021-03-25,31.97%,-0.60%,31.76%,26%,0,293,0.59012241452089,3767,47
2021-03-24,32.56%,+1.24%,36.11%,32%,0.25,5,0.5906976744186,3762,46.64
2021-03-23,31.32%,+0.28%,27.05%,25%,70.666666666667,215,0.50084459459459,3554,47.17
2021-03-22,31.04%,-0.05%,25.01%,22%,0.38888888888889,50,0.69676606467871,4040,48.62
2021-03-19,31.09%,-2.34%,25.36%,23%,1.5,10,0.64469578783151,4217,48.8
2021-03-18,33.43%,-1.98%,42.44%,44%,0,1,0.64469578783151,4217,48.56
2021-03-17,35.41%,+3.22%,56.94%,73%,0,5,0.6420233463035,4220,49.91
2021-03-16,32.19%,-0.38%,33.39%,28%,0,1,0.64327485380117,4215,49.11
2021-03-15,32.57%,-1.88%,36.15%,29%,0.35,27,0.64618395303327,4206,49.33
2021-03-12,34.45%,+0.77%,49.92%,56%,14.5,31,0.63718199608611,4183,48.91
2021-03-11,33.68%,-0.64%,44.31%,47%,8,9,0.63718199608611,4183,50.44
2021-03-10,34.32%,-0.40%,48.98%,54%,8,9,0.63782302270948,4183,49.27
2021-03-09,34.72%,-2.51%,51.88%,58%,0.66666666666667,15,0.64007858546169,4174,48.31
2021-03-08,37.23%,+2.05%,70.25%,86%,0,23,0.63614931237721,4164,47.07
2021-03-05,35.18%,-1.22%,55.26%,65%,0.44444444444444,13,0.63604240282686,4167,47.97
2021-03-04,36.40%,+0.95%,64.18%,79%,0.16666666666667,21,0.63955783655744,4153,47.25
2021-03-03,35.45%,+0.29%,57.24%,73%,1,2,0.63981042654028,4152,48.03
2021-03-02,35.16%,-0.36%,55.10%,68%,32.857142857143,237,0.67722772277228,4235,48.56
2021-03-01,35.52%,-2.34%,57.75%,74%,0,5,0.67857142857143,4230,48.02
2021-02-26,37.86%,+0.96%,74.88%,89%,3.5,9,0.67764986105597,4226,46.25
2021-02-25,36.90%,+2.31%,67.89%,86%,0.36363636363636,15,0.67804684398571,4227,46.41
2021-02-24,34.59%,-1.12%,7.17%,38%,0,9,0.67844382691544,4228,48.91
2021-02-23,35.71%,+0.42%,59.15%,80%,36.285714285714,261,0.58081210191083,3971,48.73
2021-02-22,35.29%,+6.10%,56.05%,76%,0.055555555555556,19,20.5,516,48.45
2021-02-19,29.18%,-1.03%,11.40%,15%,0,21,0.65609514370664,5013,48.86
2021-02-18,30.21%,+0.64%,18.93%,31%,10.25,45,0.65719947159841,5018,48.86
2021-02-17,29.57%,+0.28%,14.22%,26%,23,48,0.56661870503597,5444,48.79
2021-02-16,29.29%,+0.36%,12.21%,17%,4.625,135,0.52871912693854,5323,48.81
2021-02-12,28.93%,+0.12%,9.55%,14%,0.92857142857143,54,0.52773785570566,5315,49.39
2021-02-11,28.81%,-0.69%,8.71%,7%,55,112,0.55170438269837,5417,48.66
2021-02-10,29.51%,+0.84%,13.79%,15%,14.25,183,0.57220474692594,5498,48.1
2021-02-09,28.67%,-0.16%,7.66%,4%,0,90,0.57073588134626,5507,48.12
2021-02-08,28.83%,+1.21%,8.83%,4%,4.6666666666667,68,0.58085714285714,5533,47.26
2021-02-05,27.62%,-1.74%,0.00%,0%,11.51724137931,363,0.53940957294354,5371,47.5
2021-02-04,29.36%,-3.64%,0.00%,0%,0.28537735849057,545,0.57193663110249,4862,46.14
2021-02-03,33.00%,-1.05%,27.21%,27%,0,0,0.57193663110249,4862,45.38
2021-02-02,34.05%,-4.32%,36.42%,52%,6,14,0.57263021675833,4861,45.14
2021-02-01,38.37%,-0.75%,74.35%,85%,0,9,0.57337220602527,4857,44.94
2021-01-29,39.12%,+2.22%,80.92%,89%,277.33333333333,835,0.310635538262,4042,43.93
2021-01-28,36.90%,-4.39%,61.42%,83%,0,31,0.31378971503439,4011,44.94
2021-01-27,41.29%,+4.74%,100.00%,94%,0.08695652173913,50,0.3178500331785,3972,43.87
2021-01-26,36.55%,-0.96%,87.41%,88%,0,4,0.31742876076872,3976,45.14
2021-01-25,37.51%,+3.22%,100.00%,93%,0.10526315789474,21,0.31977325775258,3958,45.12
2021-01-22,34.30%,+4.39%,81.02%,79%,0,0,0.31977325775258,3958,45.24
2021-01-21,29.91%,-2.11%,0.00%,0%,8.2,92,0.2933110367893,3867,46.02
2021-01-20,32.02%,-1.16%,1.08%,8%,0.019354838709677,158,0.30055020632737,3782,45.92
2021-01-19,33.18%,+0.54%,35.69%,45%,4.6811594202899,392,0.3232171474359,13211,45.11
2021-01-15,32.64%,-0.52%,19.55%,10%,2.0769230769231,40,0.2830483464977,14782,43.93
2021-01-14,33.15%,-0.47%,35.04%,33%,0.0089285714285714,226,0.28557658604977,14671,44.49
2021-01-13,33.62%,+0.72%,49.05%,50%,10.047619047619,232,0.27727631233021,14575,44.08
2021-01-12,32.90%,-0.38%,27.54%,29%,4.5,132,0.27201051248357,14520,44.02
2021-01-11,33.28%,+1.30%,38.94%,33%,5.6666666666667,20,0.2708077799194,14505,43
2021-01-08,31.98%,-0.67%,0.00%,0%,1.5,25,0.27181060938185,14505,44.37
2021-01-07,32.65%,-2.12%,0.00%,0%,0.52,38,0.27099605089952,14483,42.74
2021-01-06,34.77%,+1.06%,65.46%,33%,0.15384615384615,30,0.27089919213207,14473,43.23
2021-01-05,33.71%,-1.61%,0.00%,0%,0.011851851851852,683,0.28728663370954,13801,43.76
2021-01-04,35.32%,+35.32%,0.00%,0%,8.9333333333333,149,0.28865883230741,13817,44.04
2020-12-31,33.73%,+0.55%,11.75%,34%,0,20,0.28679350867375,13797,43.84
2020-12-30,33.19%,-1.12%,11.22%,31%,1.8275862068966,82,0.28523521192361,13797,44.48
2020-12-29,34.30%,-0.21%,12.31%,39%,0,24,0.28309268747089,13774,44.02
2020-12-28,34.52%,+0.13%,12.51%,40%,0,2,0.28311906092789,13773,43.74
2020-12-24,34.39%,-0.29%,12.39%,40%,0.6,8,0.28291864691082,13767,43.88
2020-12-23,34.68%,-0.48%,12.67%,42%,120,242,0.27530288909599,13684,44.23
2020-12-22,35.16%,+0.96%,13.14%,43%,10.6,348,0.24705772464039,13351,43.26
2020-12-21,34.20%,+2.67%,12.20%,38%,0.26923076923077,33,0.29998133283554,13928,44
2020-12-18,31.53%,+0.31%,9.61%,19%,2.0434782608696,70,0.29919940420778,13956,45.16
2020-12-17,31.22%,-1.77%,9.31%,18%,0,4,0.29919940420778,13956,44.63
2020-12-16,32.98%,-0.30%,11.02%,31%,2.3846153846154,44,0.3001304509877,13953,43.94
2020-12-15,33.28%,-1.28%,11.31%,31%,0.074418604651163,2310,0.26848622253226,14547,43.75
2020-12-14,34.57%,+0.28%,12.56%,39%,1.8666666666667,43,0.26898237039623,14540,42.51
2020-12-11,34.29%,+0.54%,12.29%,38%,1.655737704918,162,0.23311762466692,16197,43.89
2020-12-10,33.75%,-2.47%,11.77%,34%,0.5,3,0.23124575054771,16298,44.15
2020-12-09,36.22%,+1.93%,14.16%,46%,3.45,178,0.2215084643289,16163,44.1
2020-12-08,34.29%,-0.92%,12.29%,38%,12.222222222222,238,0.21382648816277,16048,44.38
2020-12-07,35.21%,+1.04%,13.19%,42%,0,30,0.21149338374291,16022,44.09
2020-12-04,34.18%,-0.84%,12.18%,37%,0.0049261083743842,204,0.21369611739529,15880,43.9
2020-12-03,35.01%,+1.69%,12.99%,40%,0.0012712537740346,6301,0.21591524244065,15723,43.55
2020-12-02,33.33%,+0.04%,11.36%,33%,0.0063091482649842,3509,0.42971025601717,9326,42.96
2020-12-01,33.29%,-1.13%,11.32%,33%,0.045454545454545,23,0.43034864076179,9313,42.54
2020-11-30,34.42%,+3.95%,12.42%,38%,1.4814814814815,67,0.42980030721966,9308,41.09
2020-11-27,30.47%,-0.27%,10.19%,23%,1.0714285714286,29,0.42918719211823,9284,42.9
2020-11-25,30.75%,-2.64%,8.86%,17%,26.833333333333,167,0.40893682588598,9144,43.32
2020-11-24,33.39%,+3.26%,11.42%,33%,0.76190476190476,37,0.40779100324625,9107,43.09
2020-11-23,30.12%,-1.87%,8.25%,15%,0.18888888888889,107,0.56338679827267,10137,41.9
2020-11-20,31.99%,-0.98%,10.07%,23%,0.1625386996904,751,0.55614722004699,9936,42.27
2020-11-19,32.97%,-0.31%,11.02%,31%,0,26,0.55207517619421,9910,42.35
2020-11-18,33.28%,+0.73%,11.32%,31%,0.85714285714286,13,0.55051610885205,9914,42.38
2020-11-17,32.55%,+0.71%,10.61%,29%,2,3,0.55058639562158,9916,42.71
2020-11-16,31.85%,+0.04%,9.92%,22%,0.6,24,0.55079042103616,9908,43.1
2020-11-13,31.81%,-1.67%,9.89%,20%,1,2,0.55072010018785,9906,42.45
2020-11-12,33.48%,+2.31%,11.50%,31%,12,13,0.54875567381437,9895,41.66
2020-11-11,31.17%,-4.37%,9.27%,18%,2.7142857142857,130,0.55180496952649,9930,42.77
2020-11-10,35.53%,+3.70%,13.50%,38%,0.41447368421053,1075,0.54872475305912,10505,42.57
2020-11-09,31.83%,-3.83%,9.91%,21%,0.36027713625866,1178,0.53331463038294,10931,42.63
2020-11-06,35.66%,-2.06%,13.62%,38%,1.1666666666667,39,0.53225579761068,10902,41.98
2020-11-05,37.72%,+0.41%,15.62%,48%,0.24615384615385,81,0.53201069368229,10888,41.58
2020-11-04,37.31%,-7.47%,15.22%,47%,17.923076923077,246,0.5375087966221,10924,39.74
2020-11-03,44.78%,-3.92%,22.46%,74%,1.0731707317073,85,0.53853713323038,10959,38.71
2020-11-02,48.71%,+2.46%,26.27%,82%,0.0055821371610845,1261,0.65109563444879,9720,37.77
2020-10-30,46.24%,+2.77%,23.88%,77%,11.5,50,0.64339109751954,9673,37.04
2020-10-29,43.47%,-0.59%,21.19%,71%,0,8,0.642541624193,9668,36.74
2020-10-28,44.06%,+5.70%,21.76%,73%,95.333333333333,289,0.61907190209077,9525,36.88
2020-10-27,38.36%,-1.43%,16.23%,53%,2.1636363636364,348,0.63648952743639,9454,38.96
2020-10-26,39.79%,+4.77%,17.62%,60%,25,104,0.62184146763586,9371,39.34
2020-10-23,35.01%,-1.90%,12.99%,37%,0.16279069767442,800,0.60651759403709,9268,40.19
2020-10-22,36.91%,+0.10%,14.83%,46%,20.083333333333,253,0.59075907590759,9158,39.31
2020-10-21,36.81%,-0.56%,14.74%,45%,0.28571428571429,18,0.59139972144847,9141,39.02
2020-10-20,37.37%,+0.56%,15.28%,48%,0.32038834951456,272,0.59802513464991,8901,38.56
2020-10-19,36.82%,+1.22%,14.74%,45%,0.49264705882353,203,1.6980374665477,18147,37.91
2020-10-16,35.59%,-0.14%,13.55%,40%,0,110,1.6493100014227,18622,37.95
2020-10-15,35.73%,-0.07%,13.69%,41%,0,330,1.610036963321,18359,37.9
2020-10-14,35.80%,-0.11%,13.75%,41%,9.5,84,1.6041814820082,18310,38
2020-10-13,35.91%,+0.39%,13.86%,41%,63,256,1.5726070260276,18088,38.14
2020-10-12,35.52%,+0.90%,13.48%,41%,2.75,15,1.571266002845,18076,38.48
2020-10-09,34.62%,-3.59%,12.61%,39%,0.62962962962963,44,1.5737471526196,18078,38.34
2020-10-08,38.21%,-2.79%,16.10%,50%,5.5,13,1.5734833380803,18071,37.73
